OSE Building ID,Data Year,Building Name,Building Type,Address,City,State,Zip Code,Latitude,Longitude,Neighborhood,Council District Code,Year Built,Numberof Floors,Property GFA Total,PropertyGFABuilding(s),Property GFA Parking,Primary Property Type,ENERGYSTAR Score,SiteEUIWN(kBtu/sf),SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SourceEUIWN(kBtu/sf),SourceEUI(kBtu/sf),Largest Property Use Type,Largest Property Use Type GFA,Second Largest Property Use Type,Second Largest Property Use Type GFA,Third Largest Property Use Type,Third Largest Property Use Type GFA,Electricity(kWh),SteamUse(kBtu),NaturalGas(therms),EPA Building Sub Type Name,Compliance Issue,Compliance Status,Electricity(kBtu),NaturalGas(kBtu),GHG Emissions Intensity,Total Ghg Emissions
23758,2018,615 EAST PIKE ST CONDOMINIUM,Multifamily MR (5-9),611 E PIKE ST,SEATTLE,WA,98122,47.61393,-122.32384,EAST,3,1999,5,30418,30418,0,Multifamily Housing,,22.299999237,22.299999237,479468,479468,62.5,62.5,Multifamily Housing,21474,,,,,140524,0,0,Multifamily Housing,No Issue,Compliant,479469,0,0,1.3
25337,2018,PORTOFINO CONDOMINIUM,Multifamily MR (5-9),411 E PINE ST,SEATTLE,WA,98122,47.61499,-122.32591,EAST,3,1919,5,40281,40281,0,Multifamily Housing,58,29.299999237,28.700000763,939997,920723,82,80.300003052,Multifamily Housing,32092,,,,,269848,0,0,Multifamily Housing,No Issue,Compliant,920723,0,0.1,2.5
25428,2018,MAXWELL,Multifamily MR (5-9),700 E DENNY WAY,SEATTLE,WA,98122,47.6189,-122.32318,EAST,3,2000,5,44520,44520,0,Multifamily Housing,63,29.299999237,28.700000763,1303316,1278981,82,80.400001526,Multifamily Housing,44520,,,,,374848,0,0,Multifamily Housing,No Issue,Compliant,1278981,0,0.1,3.4
21671,2018,CLEARWATER APTS,Multifamily MR (5-9),167 11TH AVE,SEATTLE,WA,98122,47.60322,-122.3186,EAST,3,2001,5,72989,45572,27417,Multifamily Housing,96,34.799999237,34.799999237,1584978,1584978,97.400001526,97.400001526,Multifamily Housing,45572,Parking,27417,,,464530,0,0,Multifamily Housing,No Issue,Compliant,1584978,0,0.1,4.2
21676,2018,TERRACE APTS,Multifamily MR (5-9),312 11TH AVE,SEATTLE,WA,98122,47.60473,-122.31781,EAST,3,1998,5,41527,27005,14522,Multifamily Housing,94,29.799999237,29.200000763,804678,787958,83.400001526,81.699996948,Multifamily Housing,27005,Parking,14522,,,230937,0,0,Multifamily Housing,No Issue,Compliant,787958,0,0.1,2.1
23558,2018,TRACE LOFTS,Multifamily MR (5-9),1408 12TH AVE,SEATTLE,WA,98122,47.61323,-122.31641,EAST,3,2007,5,50749,50749,0,Multifamily Housing,70,33.299999237,32.599998474,1692462,1654420,92.5,90.400001526,Multifamily Housing,39432,Retail Store,11317,,,477692,0,245,Multifamily Housing,No Issue,Compliant,1629885,24535,0.1,5.7
21675,2018,ALDERVIEW APTS,Multifamily MR (5-9),300 11TH AVE,SEATTLE,WA,98122,47.60457,-122.31773,EAST,3,1994,6,45640,31318,14322,Multifamily Housing,80,25.100000381,25.100000381,786873,786873,70.400001526,70.400001526,Multifamily Housing,31318,,,,,230619,0,0,Multifamily Housing,No Issue,Compliant,786873,0,0.1,2.1
21859,2018,EPIC CONDOMINIUM,Multifamily MR (5-9),412 11TH AVE,SEATTLE,WA,98122,47.60573,-122.31782,EAST,3,2002,6,65604,65604,0,Multifamily Housing,94,25.100000381,25.100000381,1648268,1648268,70.300003052,70.300003052,Multifamily Housing,65604,,,,,483080,0,0,Multifamily Housing,No Issue,Compliant,1648268,0,0.1,4.4
25447,2018,THE PRESS,Multifamily MR (5-9),1610 BELMONT AVE,SEATTLE,WA,98122,47.6156,-122.32415,EAST,3,2001,6,119486,119486,0,Multifamily Housing,97,22.600000381,22.600000381,2705017,2705017,63.400001526,63.400001526,Multifamily Housing,119486,,,,,792795,0,0,Multifamily Housing,No Issue,Compliant,2705017,0,0.1,7.2
25724,2018,BELLEVUE TERRACE,Multifamily MR (5-9),1623 BELLEVUE AVE,SEATTLE,WA,98122,47.61593,-122.32715,EAST,3,2012,6,24962,24962,0,Multifamily Housing,84,29.5,28.899999619,735224,721203,82.5,80.900001526,Multifamily Housing,24962,,,,,211372,0,0,Multifamily Housing,No Issue,Compliant,721203,0,0.1,1.9
21661,2018,ALDERCREST APARTMENTS (2013),Multifamily MR (5-9),303 10TH AVE,SEATTLE,WA,98122,47.60456,-122.31974,EAST,3,1999,6,46442,28350,18092,Multifamily Housing,98,27.700000763,27.299999237,1288712,1266358,72.599998474,71.699996948,Multifamily Housing,46442,Parking,18092,,,335000,0,1233,Multifamily Housing,No Issue,Compliant,1143018,123340,0.3,9.6
21665,2018,TERRACE VIEW APTS,Multifamily MR (5-9),914 E TERRACE ST,SEATTLE,WA,98122,47.6054,-122.31967,EAST,3,2000,6,30648,22777,7871,Multifamily Housing,93,29.399999619,28.799999237,670340,655940,82.400001526,80.599998474,Multifamily Housing,22777,Parking,0,,,192245,0,0,Multifamily Housing,No Issue,Compliant,655940,0,0.1,1.8
49706,2018,TERRAVITA APARTMENTS,Multifamily MR (5-9),514 E PINE ST,SEATTLE,WA,98122,47.61543,-122.32474,EAST,3,2011,6,153767,104664,49103,Multifamily Housing,,28.100000381,27.5,4317742,4228638,61.900001526,60.799999237,Multifamily Housing,153767,Parking,40584,,,823291,0,14196,Multifamily Housing,No Issue,Compliant,2809068,1419571,0.8,82.9
49902,2018,VIVA APARTMENTS,Multifamily MR (5-9),1111 E UNION ST,SEATTLE,WA,98122,47.61272,-122.31761,EAST,3,2014,6,123075,91159,31916,Multifamily Housing,99,34.400001526,34.099998474,2840279,2817184,71,70.699996948,Multifamily Housing,82627,Parking,32227,,,483335,0,11680,Multifamily Housing,No Issue,Compliant,1649140,1168044,0.7,66.4
23559,2018,TRACE NORTH,Multifamily MR (5-9),1412 12TH AVE,SEATTLE,WA,98122,47.61343,-122.31641,EAST,3,2007,6,91520,91520,0,Multifamily Housing,50,37.700000763,37.400001526,3452968,3425836,102.900001526,102,Multifamily Housing,82368,Retail Store,9152,,,961373,0,1456,Multifamily Housing,No Issue,Compliant,3280203,145633,0.2,16.5
25850,2018,BELGROVE COURT,Multifamily MR (5-9),1808 BELLEVUE AVE,SEATTLE,WA,98122,47.61811,-122.32643,EAST,3,1992,6,63102,40992,22110,Multifamily Housing,94,36,35.400001526,1540265,1515460,100.699996948,99.099998474,Multifamily Housing,30056,Parking,17200,Other,7299,444156,0,0,Multifamily Housing,No Issue,Compliant,1515460,0,0.1,4
25362,2018,ONYX CONDOMINIUM,Multifamily MR (5-9),1125 E OLIVE ST,SEATTLE,WA,98122,47.61625,-122.31726,EAST,3,2001,6,65867,55867,10000,Multifamily Housing,,30.899999619,30.5,1638047,1618901,86.5,85.5,Multifamily Housing,49775,Parking,17683,Retail Store,3272,474473,0,0,Multifamily Housing,No Issue,Compliant,1618901,0,0.1,4.3
25725,2018,CAPITOL STEPS APARTMENTS,Multifamily MR (5-9),1633 BELLEVUE AVE,SEATTLE,WA,98122,47.61609,-122.32714,EAST,3,1997,7,73830,58905,14925,Multifamily Housing,85,31.799999237,31.200000763,1875454,1837786,86.300003052,84.699996948,Multifamily Housing,58905,Parking,14925,,,512048,0,907,Multifamily Housing,No Issue,Compliant,1747107,90678,0.2,9.5
26267,2018,CHARBERN APTS,Multifamily MR (5-9),1705 BELMONT AVE,SEATTLE,WA,98122,47.61656,-122.32472,EAST,3,1925,8,57504,49357,8147,Multifamily Housing,94,37.599998474,36.200000763,1856678,1785916,84.800003052,81.199996948,Multifamily Housing,49357,Parking,8147,,,357185,0,5672,Multifamily Housing,No Issue,Compliant,1218717,567199,0.7,33.4
49790,2018,THE LOCAL 418 APTS,Multifamily MR (5-9),418 BELLEVUE AVE E,SEATTLE,WA,98102,47.62265,-122.32616,EAST,3,2013,6,24457,24457,0,Multifamily Housing,100,31.299999237,31.200000763,961763,958007,69.699996948,69.5,Multifamily Housing,30682,Parking,6936,,,188823,0,3137,Multifamily Housing,No Issue,Compliant,644263,313744,0.8,18.4
49996,2018,BELROY APTS (MODERN),Multifamily MR (5-9),711 BELLEVUE AVE E,SEATTLE,WA,98102,47.62543,-122.32691,EAST,3,2013,6,83296,83296,0,Multifamily Housing,93,32.599998474,31.899999619,1997274,1955580,71.400001526,70.099998474,Multifamily Housing,60452,Parking,13085,Food Service,837,376135,0,6722,Multifamily Housing,No Issue,Compliant,1283374,672206,0.5,39.1
50021,2018,THE LOCAL 422,Multifamily MR (5-9),422 SUMMIT AVE E,SEATTLE,WA,98102,47.62266,-122.32501,EAST,3,2015,7,33625,33625,0,Multifamily Housing,99,29,28.200000763,978605,952728,62.599998474,60.799999237,Multifamily Housing,33753,,,,,175992,0,3522,Multifamily Housing,No Issue,Compliant,600486,352242,0.6,20.3
50027,2018,LEXICON APTS,Multifamily MR (5-9),120 HARVARD AVE E,SEATTLE,WA,98102,47.61932,-122.32184,EAST,3,2014,7,62049,42980,19069,Multifamily Housing,89,38.700000763,37.900001526,1178080,1154764,106.099998474,103.800003052,Multifamily Housing,30480,Parking,16810,,,326748,0,399,Multifamily Housing,No Issue,Compliant,1114864,39900,0.1,5.1
50093,2018,RETAIL & RESIDENTIAL BUILDING,Multifamily MR (5-9),820 YESLER WAY,SEATTLE,WA,98104,47.60189,-122.32182,EAST,3,2015,6,86045,77137,8908,Multifamily Housing,94,25.799999237,25.399999619,2054996,2022208,72.199996948,71,Multifamily Housing,78359,Parking,8126,Other - Public Services,1369,592675,0,0,Multifamily Housing,No Issue,Compliant,2022208,0,0.1,5.4
49988,2018,EVOLVE APARTMENTS,Multifamily MR (5-9),954 E UNION ST,SEATTLE,WA,98122,47.61329,-122.31981,EAST,3,2015,6,107556,107556,0,Multifamily Housing,95,30,28.899999619,2115475,2036962,84,80.900001526,Multifamily Housing,70535,Parking,25400,,,597000,0,0,Multifamily Housing,No Issue,Compliant,2036962,0,0.1,5.4
50040,2018,ANTHEM ON 12TH,Multifamily MR (5-9),103 12TH AVE,SEATTLE,WA,98122,47.60185,-122.31703,EAST,3,2014,6,116576,103792,12784,Multifamily Housing,99,26.200000763,26,3049916,3028441,57.799999237,57.599998474,Multifamily Housing,116576,Parking,7614,,,591939,0,10087,Multifamily Housing,No Issue,Compliant,2019696,1008745,0.6,59
50158,2018,AVA CAPITOL HILL,Multifamily MR (5-9),600 E PIKE ST,SEATTLE,WA,98122,47.61445,-122.32418,EAST,3,2016,7,310892,218012,92880,Multifamily Housing,98,27.100000381,27,5892926,5865822,61.700000763,61.599998474,Multifamily Housing,217503,,,,,1212504,0,17288,Multifamily Housing,No Issue,Compliant,4137064,1728757,0.5,102.9
50008,2018,12TH AVENUE ARTS,Multifamily MR (5-9),1660 12TH AVE,SEATTLE,WA,98122,47.61605,-122.3165,EAST,3,2012,6,158967,111010,47957,Mixed Use Property,60,49.5,49.400001526,5251030,5241134,121.5,121.400001526,Multifamily Housing,68575,Parking,43408,Office,24879,1235216,0,10266,Mixed Use Property,No Issue,Compliant,4214557,1026578,0.6,65.8
20858,2018,UNION BAY LOFTS,Multifamily MR (5-9),3218 EASTLAKE AVE E,SEATTLE,WA,98102,47.65058,-122.32159,NORTHEAST,3,2008,6,35746,20148,15598,Mixed Use Property,,47.099998474,47.099998474,948604,948604,131.800003052,131.800003052,Multifamily Housing,17580,Parking,15598,Other - Restaurant/Bar,2568,278020,0,0,Mixed Use Property,No Issue,Compliant,948604,0,0.1,2.5
26138,2018,UNION HARBOR CONDOMINIUM,Multifamily MR (5-9),2301 FAIRVIEW AVE E,SEATTLE,WA,98102,47.6401,-122.33003,water,4,1968,5,53862,53862,0,Multifamily Housing,94,30,29.299999237,1465088,1431634,84.099998474,82.199996948,Multifamily Housing,48786,Parking,5076,Swimming Pool,0,419588,0,0,Multifamily Housing,No Issue,Compliant,1431634,0,0.1,3.8
20839,2018,CORONADO APT,Multifamily MR (5-9),2840 EASTLAKE AVE E,SEATTLE,WA,98102,47.64676,-122.32456,LAKE UNION,4,1958,6,56144,56144,0,Multifamily Housing,87,26.5,25.799999237,1486947,1447042,74.199996948,72.199996948,Multifamily Housing,56144,,,,,424104,0,0,Multifamily Housing,No Issue,Compliant,1447042,0,0.1,3.9
27438,2018,RIVA AT LAKE UNION,Multifamily MR (5-9),1550 EASTLAKE AVE E,SEATTLE,WA,98102,47.63363,-122.32528,LAKE UNION,4,1996,7,39329,39329,0,Multifamily Housing,88,23.299999237,22.5,915767,885363,65.199996948,63,Multifamily Housing,39329,,,,,259485,0,0,Multifamily Housing,No Issue,Compliant,885363,0,0.1,2.4
25605,2018,HOWARD PARK APARTMENTS,Multifamily MR (5-9),4218 STONE WAY N,SEATTLE,WA,98103,47.65862,-122.34192,LAKE UNION,4,2008,5,36600,36600,0,Multifamily Housing,97,35.5,34.700000763,1087153,1061606,68.800003052,67.400001526,Multifamily Housing,30600,,,,,158922,0,5194,Multifamily Housing,No Issue,Compliant,542241,519365,0.8,29
20624,2018,PORTOFINO APARTMENTS,Multifamily MR (5-9),3815 WOODLAND PARK AVE N,SEATTLE,WA,98103,47.65331,-122.34445,LAKE UNION,4,2008,5,40505,25885,14620,Multifamily Housing,99,28,28,721330,721330,78.400001526,78.400001526,Multifamily Housing,25770,Parking,14545,,,211410,0,0,Multifamily Housing,No Issue,Compliant,721330,0,0.1,1.9
21771,2018,PICKERING PLACE APTS + OFFICE,Multifamily MR (5-9),1307 N 43RD ST,SEATTLE,WA,98103,47.65904,-122.3418,LAKE UNION,4,2001,5,53281,36709,16572,Multifamily Housing,99,22.399999619,22,822354,806739,62.700000763,61.5,Multifamily Housing,36700,Parking,6000,,,236442,0,0,Multifamily Housing,No Issue,Compliant,806739,0,0.1,2.2
21087,2018,ST JAMES TOWER APTS,Multifamily MR (5-9),920 N 34TH ST,SEATTLE,WA,98103,47.64943,-122.34637,LAKE UNION,4,1990,7,130983,86358,44625,Multifamily Housing,90,38,37.099998474,3279216,3205892,93,91.199996948,Multifamily Housing,73266,Parking,44625,Office,13092,755607,0,6278,Multifamily Housing,No Issue,Compliant,2578132,627760,0.5,40.2
50083,2018,Smith & Burns,Multifamily MR (5-9),4455 INTERLAKE AVE N,SEATTLE,WA,98103,47.66108,-122.34084,LAKE UNION,4,2015,5,175844,123799,52045,Multifamily Housing,96,38.400001526,38,3821928,3781110,83.300003052,82.5,Multifamily Housing,99554,Parking,24000,,,710394,0,13572,Multifamily Housing,No Issue,Compliant,2423863,1357247,0.6,78.6
25577,2018,CAMPUS VIEW APTS,Multifamily MR (5-9),4322 7TH AVE NE,SEATTLE,WA,98105,47.66001,-122.32052,NORTHEAST,4,1986,5,42189,31756,10433,Multifamily Housing,88,30.700000763,30,975236,952369,86,84,Multifamily Housing,31756,,,,,279123,0,0,Multifamily Housing,No Issue,Compliant,952369,0,0.1,2.5
26520,2018,ADRIA,Multifamily MR (5-9),5222 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66725,-122.31273,NORTHEAST,4,1981,5,20280,20280,0,Multifamily Housing,,28,27.200000763,568400,551250,78.5,76.099998474,Multifamily Housing,15524,Retail Store,4756,,,161562,0,0,Multifamily Housing,No Issue,Compliant,551250,0,0.1,1.5
27888,2018,SUNRISE CASCADE,Multifamily MR (5-9),1100 NE 47TH ST,SEATTLE,WA,98105,47.66326,-122.31603,NORTHEAST,4,2000,5,33480,25167,8313,Multifamily Housing,100,38.599998474,37.700000763,970307,948784,80.5,78.800003052,Multifamily Housing,25167,Parking,8313,Office,0,165244,0,3850,Multifamily Housing,No Issue,Compliant,563814,384970,0.9,22
25160,2018,LA TERRAZZA CONDOMINIUM,Multifamily MR (5-9),4343 ROOSEVELT WAY NE,SEATTLE,WA,98105,47.66065,-122.31795,NORTHEAST,4,1996,6,71421,71421,0,Multifamily Housing,60,34.200000763,33.599998474,2439251,2397864,82.199996948,81,Multifamily Housing,71421,,,,,547076,0,5312,Multifamily Housing,No Issue,Compliant,1866622,531242,0.5,33.2
27417,2018,ELLIPSE APARTMENTS,Multifamily MR (5-9),4744 12TH AVE NE,SEATTLE,WA,98105,47.66438,-122.31499,NORTHEAST,4,2006,6,82254,60490,21764,Multifamily Housing,91,28,27.5,1694775,1661304,78.400001526,76.900001526,Multifamily Housing,60490,,,,,486900,0,0,Multifamily Housing,No Issue,Compliant,1661304,0,0.1,4.4
22840,2018,GRANDVIEW PLAZA CONDOMINIUM,Multifamily MR (5-9),4528 8TH AVE NE,SEATTLE,WA,98105,47.66206,-122.31924,NORTHEAST,4,1996,6,30713,30713,0,Multifamily Housing,,34.700000763,33.299999237,888815,851528,70.699996948,68.599998474,Multifamily Housing,21454,Office,4139,,,144209,0,3595,Multifamily Housing,No Issue,Compliant,492041,359486,0.7,20.4
25696,2018,PORTAGE BAY APTS,Multifamily MR (5-9),4016 8TH AVE NE,SEATTLE,WA,98105,47.65631,-122.3195,NORTHEAST,4,1986,6,46689,38605,8084,Multifamily Housing,99,25.100000381,24.600000381,919916,899231,70.400001526,68.800003052,Multifamily Housing,36589,Parking,7000,,,263550,0,0,Multifamily Housing,No Issue,Compliant,899231,0,0.1,2.4
27886,2018,TRAVIGNE ON ELEVENTH AVE APTS,Multifamily MR (5-9),4726 11TH AVE NE,SEATTLE,WA,98105,47.66391,-122.31602,NORTHEAST,4,2001,6,91916,66195,25721,Multifamily Housing,86,33.299999237,33.299999237,1955664,1953583,93.300003052,93.199996948,Multifamily Housing,58683,Parking,12284,,,572562,0,0,Multifamily Housing,No Issue,Compliant,1953583,0,0.1,5.2
26519,2018,17 APT UNITS-OFC-STORE,Multifamily MR (5-9),5200 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66666,-122.31274,NORTHEAST,4,1975,6,30481,22405,8076,Multifamily Housing,,28.200000763,27.399999619,632913,613357,79.099998474,76.699996948,Multifamily Housing,19360,Retail Store,3045,Parking,3000,179765,0,0,Multifamily Housing,No Issue,Compliant,613357,0,0.1,1.6
27884,2018,HELIX APARTMENTS,Multifamily MR (5-9),4751 12TH AVE NE,SEATTLE,WA,98105,47.6646,-122.31558,NORTHEAST,4,2006,6,65826,42189,23637,Multifamily Housing,,35.700000763,35.099998474,2348216,2313502,99.900001526,98.400001526,Multifamily Housing,62699,Parking,23637,Retail Store,3127,678049,0,0,Multifamily Housing,No Issue,Compliant,2313502,0,0.1,6.2
26402,2018,LOTHLORIEN APARTMENTS,Multifamily MR (5-9),4719 UNIVERSITY WAY NE,SEATTLE,WA,98105,47.66382,-122.31345,NORTHEAST,4,2007,7,130600,97205,33395,Multifamily Housing,97,24.799999237,24.799999237,3239308,3239308,69.400001526,69.400001526,Multifamily Housing,130600,Parking,33395,,,949387,0,0,Multifamily Housing,No Issue,Compliant,3239308,0,0.1,8.6
26881,2018,LAURELHURST CONDOMINIUM,Multifamily MR (5-9),4545 SAND POINT WAY NE,SEATTLE,WA,98105,47.66208,-122.28664,NORTHEAST,4,1968,8,143960,115168,28792,Multifamily Housing,99,30.100000381,29.100000381,2998242,2897307,68,65.5,Multifamily Housing,99564,Parking,34610,,,582243,0,9107,Multifamily Housing,No Issue,Compliant,1986614,910693,0.5,53.7
23937,2018,MAGNUSON POINTE CONDOS,Multifamily MR (5-9),7307 SAND POINT WAY NE,SEATTLE,WA,98115,47.68195,-122.26481,NORTHEAST,4,1979,5,91560,91560,0,Multifamily Housing,85,27.799999237,27,2542225,2468632,77.699996948,75.5,Multifamily Housing,91560,,,,,723515,0,0,Multifamily Housing,No Issue,Compliant,2468633,0,0.1,6.6
25634,2018,ACTON APTS,Multifamily MR (5-9),920 NE 63RD ST,SEATTLE,WA,98115,47.67426,-122.3177,NORTHEAST,4,1992,5,30169,24501,5668,Multifamily Housing,,27.600000381,27.200000763,676249,667515,77.300003052,76.300003052,Multifamily Housing,18728,Retail Store,5773,Parking,5668,195637,0,0,Multifamily Housing,No Issue,Compliant,667515,0,0.1,1.8
50084,2018,ROOSTER APTS,Multifamily MR (5-9),900 NE 65TH ST,SEATTLE,WA,98115,47.67607,-122.31846,NORTHEAST,4,2015,7,213952,162213,51739,Multifamily Housing,96,29.5,29.200000763,6058870,5978824,63.099998474,62.599998474,Multifamily Housing,205103,Parking,19926,,,1097835,0,22330,Multifamily Housing,No Issue,Compliant,3745813,2233010,0.8,128.6
50092,2018,TERRY & MAPLE HALL UW,Multifamily MR (5-9),1101 NE CAMPUS PKWY,SEATTLE,WA,98105,47.65577,-122.31702,NORTHEAST,4,2015,7,325000,325000,0,Residence Hall/Dormitory,71,53.599998474,52.200000763,17431104,16954434,102.900001526,101.300003052,Residence Hall/Dormitory,325000,,,,,2533714,0,83094,Residence Hall/Dormitory,No Issue,Compliant,8645032,8309402,1.4,464.4
25882,2018,WESTBURY TERRACE CONDOMINIUM,Multifamily MR (5-9),9710 5TH AVE NE,SEATTLE,WA,98115,47.70009,-122.32283,NORTH,5,1979,5,53088,53088,0,Multifamily Housing,82,28,26.899999619,1484005,1427023,78.300003052,75.300003052,Multifamily Housing,53088,Parking,5508,,,418236,0,0,Multifamily Housing,No Issue,Compliant,1427023,0,0.1,3.8
25269,2018,MEADOWBROOK VIEW FAMILY HOUSING,Multifamily MR (5-9),11032 LAKE CITY WAY NE,SEATTLE,WA,98125,47.70928,-122.30045,NORTH,5,2002,5,57756,50192,7564,Multifamily Housing,,37.5,36.599998474,1680401,1640911,104.900001526,102.400001526,Multifamily Housing,44604,Parking,9400,Office,250,480924,0,0,Multifamily Housing,No Issue,Compliant,1640911,0,0.1,4.4
23340,2018,KING ARTHUR'S COURT APARTMENTS,Multifamily MR (5-9),12728 28TH AVE NE,SEATTLE,WA,98125,47.72186,-122.29733,NORTH,5,2000,6,103554,72828,30726,Multifamily Housing,95,25.100000381,24.700000763,2010889,1985403,70.199996948,69.300003052,Multifamily Housing,80250,,,,,581888,0,0,Multifamily Housing,No Issue,Compliant,1985403,0,0.1,5.3
23615,2018,PROMENADE @ THE PARK APTS,Multifamily MR (5-9),3215 NE 143RD ST,SEATTLE,WA,98125,47.73182,-122.29322,NORTH,5,2003,6,119355,72985,46370,Multifamily Housing,81,27.899999619,27.700000763,2033946,2022846,78,77.599998474,Multifamily Housing,72985,,,,,592862,0,0,Multifamily Housing,No Issue,Compliant,2022846,0,0.1,5.4
20472,2018,CEDAR PARK APARTMENTS,Multifamily MR (5-9),12740 30TH AVE NE,SEATTLE,WA,98125,47.72235,-122.29584,NORTH,5,2008,6,193691,159277,34414,Multifamily Housing,94,38.200000763,37.700000763,5871370,5793914,86,84.599998474,Multifamily Housing,150092,Parking,30575,Office,3498,1158218,0,18421,Multifamily Housing,No Issue,Compliant,3951840,1842075,0.7,108.4
28734,2018,Thorton Place Apartments Building 3,Multifamily MR (5-9),307 NE THORNTON PL,SEATTLE,WA,98125,47.70222,-122.32532,NORTH,5,2008,7,120520,120520,0,Multifamily Housing,98,22.700000763,22.5,2624086,2606974,63.400001526,63,Multifamily Housing,110604,Other,3043,Restaurant,2159,764060,0,0,Multifamily Housing,No Issue,Compliant,2606974,0,0.1,7
21951,2018,507 NORTHGATE,Multifamily MR (5-9),507 NE NORTHGATE WAY,SEATTLE,WA,98125,47.70833,-122.32256,NORTH,5,2008,5,614114,490053,124061,Mixed Use Property,18,66.099998474,66.099998474,9999927,9999927,163,163,Parking,124061,Multifamily Housing,97361,Retail Store,53849,2370243,0,19127,Mixed Use Property,No Issue,Compliant,8087269,1912658,0.3,123.2
23610,2018,PARKWAY 1 APARTMENTS,Multifamily MR (5-9),14019 32ND AVE NE,SEATTLE,WA,98125,47.73072,-122.29476,NORTH,5,1968,5,25671,25671,0,Multifamily Housing,97,25.700000763,25.100000381,659975,643850,72,70.199996948,Multifamily Housing,25671,,,,,188702,0,0,Multifamily Housing,No Issue,Compliant,643850,0,0.1,1.7
50243,2018,ORIGIN APARTMENTS,Multifamily MR (5-9),12311 32ND AVE NE,SEATTLE,WA,98125,47.71787,-122.29446,NORTH,5,2016,7,183212,141698,41514,Multifamily Housing,100,26.299999237,26.299999237,3729102,3729102,55.099998474,55.099998474,Multifamily Housing,141698,Parking,41514,,,651079,0,15076,Multifamily Housing,No Issue,Compliant,2221483,1507620,0.6,86
26023,2018,WESTVIEW AT GREENWOOD CONDOMINIUM,Multifamily MR (5-9),8750 GREENWOOD AVE N,SEATTLE,WA,98103,47.69395,-122.3549,NORTHWEST,5,1998,5,82514,82514,0,Multifamily Housing,91,25.899999619,25.299999237,2133862,2088074,59,58,Multifamily Housing,82514,,,,,434976,0,6039,Multifamily Housing,No Issue,Compliant,1484138,603936,0.4,36
27266,2018,NORTHPARK VILLA,Multifamily MR (5-9),1100 N 115TH ST,SEATTLE,WA,98133,47.71257,-122.34418,NORTHWEST,5,2005,6,93191,65434,27757,Multifamily Housing,99,27.200000763,27.200000763,1782614,1778843,76.300003052,76.099998474,Multifamily Housing,65434,Parking,27757,,,521349,0,0,Multifamily Housing,No Issue,Compliant,1778843,0,0.1,4.7
21238,2018,NEW HAVEN APARTMENTS - LINDEN PLACE AT BITTER LAKE,Multifamily MR (5-9),13000 LINDEN AVE N,SEATTLE,WA,98133,47.72357,-122.34766,NORTHWEST,5,2006,7,262316,214332,47984,Multifamily Housing,95,36.299999237,36.099998474,7764192,7721849,83.5,83.099998474,Multifamily Housing,150540,Office,52456,Parking,47984,1621816,0,21882,Multifamily Housing,No Issue,Compliant,5533636,2188214,0.6,131
